"","time","android.sensor.accelerometer.mean","android.sensor.gyroscope.mean","sound.mean","target","android.sensor.game_rotation_vector.mean","android.sensor.gyroscope_uncalibrated.mean","android.sensor.linear_acceleration.mean","android.sensor.orientation.mean","android.sensor.rotation_vector.mean","speed.mean"
"1",-0.314148900771747,-0.299566168490906,-0.514933377167512,-2.03652946975926,"Still",-1.79425173638079,-0.496955564364504,-0.589296296239662,1.46915199827694,-1.76659108591247,-0.490740340340552
"2",0.215603616496242,-0.104839988794048,-0.449457500818062,0.739178093062979,"Car",0.983246054800811,-0.452375135905412,-0.162379130943996,1.27038640455575,0.931185371559324,1.15927116987802
"3",0.255137386441614,-0.275629036060543,-0.515171598368376,-2.03652946975926,"Still",0.0254166131231755,-0.496798746858652,-0.582763824452176,-1.10418318289333,-0.175477129849309,-0.490740340340552
"4",-0.100666543066737,-0.51061478173612,-0.449241102430007,0.68534962359967,"Car",0.97264734429357,-0.429428730936608,0.140626766467023,1.64653943437755,0.925875688584018,1.27904098177007
"5",-0.322055654760822,-0.0221208787042213,-0.172114259999723,0.756931443504926,"Car",-0.264824695719354,-0.00927319212694903,0.225163795859029,-0.0137678040568514,-0.994310216485746,0.407124720247213
"6",3.48899976797307,-1.03284634677678,-0.518050496992315,-0.251581717361182,"Car",-1.87821466962355,-0.528671256778981,-0.599731343343241,-1.79234075787943,-1.9098176587263,-0.490740340340552
"7",-0.606698798367502,-0.332655617239633,-0.510308817798895,-0.00894929638322321,"Train",-1.03147302976364,-0.444616381708304,-0.586081395928406,1.30901327684616,-1.33820161555143,-0.490740340340552
"8",-0.772740632138066,-0.155446506199311,-0.251988098233004,-2.03652946975926,"Bus",0.127134886927497,-0.250751666407601,-0.100548552375333,0.537667767356347,0.730054218972939,0.287133960391221
"9",-0.654139322301949,-0.561423089143502,-0.439584929791718,0.758104846529054,"Bus",0.896036684042865,-0.40011026308397,-0.460949390581661,-0.583674253804571,0.308465521078493,-0.0168671139192316
"10",-0.717393354214545,-0.618748986162665,-0.447333061226324,0.758331932790989,"Train",0.687381709500147,-0.469055549209564,-0.472800721976434,-0.401592056679808,0.840558007056022,-0.490740340340552
"11",0.919304721523869,-0.21863260355543,-0.270151015546645,0.15946767630599,"Still",0.363657828732471,-0.397379427932511,-0.564041927373327,-0.124171136039854,0.931160950179776,-0.490740340340552
"12",0.136536076605497,-0.855934591058996,-0.475516341200207,0.757597580943704,"Train",0.980188001832502,-0.440866860485682,-0.395153915340459,0.0185697731460926,0.901117467802658,-0.490740340340552
"13",-0.843901418039736,-0.979114121081627,0.0427252933991413,0.609451233551675,"Car",0.10646090296429,0.12439097017623,-0.401485041849829,1.42540102466924,-0.266461325070954,0.204109848076696
"14",3.52062678392937,-0.11570831439918,-0.484290664112917,0.756715260893644,"Car",-1.01468404282921,-0.463161123700228,-0.333616567347213,1.2805339077183,-0.972993183957534,0.457006112502089
"15",-0.875528433996034,-0.277118207675625,-0.462658270782048,0.406406132209892,"Bus",-0.691906250259372,-0.327594010804261,0.0768150366226226,0.220848212540948,0.830479848307267,-0.226641174123523
"16",-0.693673092247321,0.263573509655788,-0.506007008333696,0.472209306041976,"Still",0.969304418580328,-0.461307438095527,-0.58943221374843,0.402928961824357,0.902259963343476,-0.490740340340552
"17",-0.677859584269172,-0.455558833201764,-0.0427050499068614,0.592138073195286,"Still",0.352115646581247,-0.379640246270903,-0.549466570971076,-1.14123324115573,-0.253814025141981,-0.391623420097716
"18",-0.6383258143238,-0.730978126304272,-0.313413536276448,0.75642196856114,"Car",0.355362509303501,-0.118272284230737,-0.272161996006399,0.383275610792921,0.657480341893389,1.28004908470754
"19",-0.772740632138066,0.137994769623388,3.13888142593364,-2.03652946975926,"Walking",0.450770986464593,3.87828086002795,2.67795804037855,-0.151178342646519,0.926414167996749,-0.490740340340552
"20",0.840237181633124,0.281252362170509,-0.351609550273059,0.121459895786556,"Still",0.957824003443713,-0.389150626528403,-0.53568953752286,0.204140446254436,0.923147400344563,-0.490740340340552
"21",0.326298172343284,-0.165398369132243,2.94611265760536,0.757711361036143,"Walking",0.759696764640497,2.56889470774122,5.41568888262221,0.965143234454156,0.254821219509074,-0.378507207767081
"22",0.950931737480167,-0.370550735044338,-0.465308204537076,-2.03652946975926,"Car",0.976221946987599,-0.444909643933415,-0.515852872913194,-1.44307831846902,-0.945747333019474,2.88872398492728
"23",-0.345775916728045,-0.25458807739339,-0.514899703530683,-2.03652946975926,"Still",-1.1319863480272,-0.497625402838182,-0.59154591102049,0.139416397313908,0.832743539892772,-0.490740340340552
"24",-0.614605552356577,-0.28467873773261,-0.514859198109071,-2.03652946975926,"Still",-0.150851799660927,-0.496964413049458,-0.584171067830975,-0.645587245674453,0.606894532498127,-0.490740340340552
"25",-0.70948660022547,-0.423171495175632,-0.00763583315269269,0.581503950269436,"Still",0.192334376994577,-0.266196266150935,-0.536362761052874,-1.18521385124079,-0.381129378107489,-0.391623420097716
"26",-0.432750210607864,-0.447300630265528,-0.479850181501581,0.133177991574665,"Train",-0.859180288946117,-0.31926601703686,-0.57777403787171,1.27287405558839,-1.11015493701342,-0.490740340340552
"27",-0.377402932684343,-2.24585955821972,1.83106022468628,0.756588971164793,"Walking",0.936511232208095,1.9849430274061,2.28261240644689,1.71873516880265,0.812609539003774,-0.341096163575924
"28",-0.606698798367502,0.0269356590277689,-0.462030686943711,0.732391603951626,"Bus",0.697519958173394,-0.428421067723235,-0.393865405434504,0.88723048049684,0.866038850545403,-0.490740340340552
"29",-0.33786916273897,-0.371347972028998,-0.373789970572032,-0.242577383075892,"Still",0.00188265908517907,0.861123460290667,-0.555769924555624,0.107995785584319,0.907991277725691,-0.400331839258681
"30",-0.78064738612714,0.616097292486545,-0.518050496992315,0.216317733449011,"Walking",-1.87821466962355,-0.528671256778981,-0.599731343343241,-1.79234075787943,-1.9098176587263,-0.2676639703074
